INSEE;NOM;NOM_COUV;COM/EPCI;POP;STRATE;X;Y;NOM2;CP
77404;Sainte-Colombe;Sainte-Colombe;COM;1808;2;362899;6196233.749;Sainte-Colombe (77650);77650
77405;Saint-Cyr-sur-Morin;Saint-Cyr-sur-Morin;COM;1955;2;353448;6259937.634;Saint-Cyr-sur-Morin (77750);77750
77406;Saint-Denis-lès-Rebais;Saint-Denis-lès-Rebais;COM;1005;2;356166;6248656.292;Saint-Denis-lès-Rebais (77510);77510
77407;Saint-Fargeau-Ponthierry;Saint-Fargeau-Ponthierry;COM;14315;4;281048;6196984.113;Saint-Fargeau-Ponthierry (77310);77310
77408;Saint-Fiacre;Saint-Fiacre;COM;425;0;328802;6262066.4;Saint-Fiacre (77470);77470
77409;Saint-Germain-Laval;Saint-Germain-Laval;COM;2769;3;333417;6175164.732;Saint-Germain-Laval (77130);77130
77410;Saint-Germain-Laxis;Saint-Germain-Laxis;COM;746;1;301234;6204947.099;Saint-Germain-Laxis (77950);77950
77411;Saint-Germain-sous-Doue;Saint-Germain-sous-Doue;COM;560;1;349418;6249643.007;Saint-Germain-sous-Doue (77169);77169
77412;Saint-Germain-sur-École;Saint-Germain-sur-École;COM;386;0;279421;6186013.781;Saint-Germain-sur-École (77930);77930
77413;Saint-Germain-sur-Morin;Saint-Germain-sur-Morin;COM;3849;3;316283;6253706.007;Saint-Germain-sur-Morin (77860);77860
77414;Saint-Hilliers;Saint-Hilliers;COM;489;0;362681;6212133.069;Saint-Hilliers (77160);77160
77415;Saint-Jean-les-Deux-Jumeaux;Saint-Jean-les-Deux-Jumeaux;COM;1281;2;337015;6264466.695;Saint-Jean-les-Deux-Jumeaux (77660);77660
77416;Saint-Just-en-Brie;Saint-Just-en-Brie;COM;247;0;347428;6209100.712;Saint-Just-en-Brie (77370);77370
77417;Saint-Léger;Saint-Léger;COM;254;0;364163;6248366.421;Saint-Léger (77510);77510
77418;Saint-Loup-de-Naud;Saint-Loup-de-Naud;COM;871;1;358299;6196606.665;Saint-Loup-de-Naud (77650);77650
77419;Saint-Mammès;Saint-Mammès;COM;3404;3;313836;6171461.78;Saint-Mammès (77670);77670
77420;Saint-Mard;Saint-Mard;COM;3846;3;300191;6281391.743;Saint-Mard (77230);77230
77421;Saint-Mars-Vieux-Maisons;Saint-Mars-Vieux-Maisons;COM;256;0;369564;6230481.067;Saint-Mars-Vieux-Maisons (77320);77320
77423;Saint-Martin-des-Champs;Saint-Martin-des-Champs;COM;658;1;371075;6239012.949;Saint-Martin-des-Champs (77320);77320
77424;Saint-Martin-du-Boschet;Saint-Martin-du-Boschet;COM;274;0;381670;6229516.543;Saint-Martin-du-Boschet (77320);77320
77425;Saint-Martin-en-Bière;Saint-Martin-en-Bière;COM;730;1;286697;6179361.792;Saint-Martin-en-Bière (77630);77630
77426;Saint-Méry;Saint-Méry;COM;332;0;315880;6202355.913;Saint-Méry (77720);77720
77427;Saint-Mesmes;Saint-Mesmes;COM;608;1;302229;6272396.58;Saint-Mesmes (77410);77410
77428;Saint-Ouen-en-Brie;Saint-Ouen-en-Brie;COM;834;1;325064;6201464.649;Saint-Ouen-en-Brie (77720);77720
77429;Saint-Ouen-sur-Morin;Saint-Ouen-sur-Morin;COM;533;1;356462;6259057.495;Saint-Ouen-sur-Morin (77750);77750
77430;Saint-Pathus;Saint-Pathus;COM;6238;3;310424;6287389.957;Saint-Pathus (77178);77178
77431;Saint-Pierre-lès-Nemours;Saint-Pierre-lès-Nemours;COM;5408;3;296770;6151026.471;Saint-Pierre-lès-Nemours (77140);77140
77432;Saint-Rémy-la-Vanne;Saint-Rémy-la-Vanne;COM;987;1;360923;6243123.112;Saint-Rémy-la-Vanne (77320);77320
77433;Beautheil-Saints;Beautheil-Saints;COM;1992;2;342529;6234784.958;Beautheil-Saints (77120);77120
77434;Saint-Sauveur-lès-Bray;Saint-Sauveur-lès-Bray;COM;366;0;356799;6179979.303;Saint-Sauveur-lès-Bray (77480);77480
77435;Saint-Sauveur-sur-École;Saint-Sauveur-sur-École;COM;1102;2;282126;6190385.221;Saint-Sauveur-sur-École (77930);77930
77436;Saint-Siméon;Saint-Siméon;COM;905;1;355615;6241775.31;Saint-Siméon (77169);77169
77437;Saint-Soupplets;Saint-Soupplets;COM;3574;3;311991;6281142.025;Saint-Soupplets (77165);77165
77438;Saint-Thibault-des-Vignes;Saint-Thibault-des-Vignes;COM;6304;3;297938;6251799.201;Saint-Thibault-des-Vignes (77400);77400
77439;Salins;Salins;COM;1170;2;336176;6178891.651;Salins (77148);77148
77440;Sammeron;Sammeron;COM;1138;2;342494;6265044.509;Sammeron (77260);77260
77441;Samois-sur-Seine;Samois-sur-Seine;COM;2024;2;306444;6183211.902;Samois-sur-Seine (77920);77920
77442;Samoreau;Samoreau;COM;2441;2;308261;6176983.933;Samoreau (77210);77210
77443;Sancy;Sancy;COM;390;0;329588;6254395.601;Sancy (77580);77580
77444;Sancy-lès-Provins;Sancy-lès-Provins;COM;324;0;377754;6225773.14;Sancy-lès-Provins (77320);77320
77445;Savigny-le-Temple;Savigny-le-Temple;COM;30169;4;286558;6205262.567;Savigny-le-Temple (77176);77176
77446;Savins;Savins;COM;598;1;356763;6192416.207;Savins (77650);77650
77447;Seine-Port;Seine-Port;COM;1835;2;284324;6199074.813;Seine-Port (77240);77240
77448;Sept-Sorts;Sept-Sorts;COM;547;1;345715;6264656.882;Sept-Sorts (77260);77260
77449;Serris;Serris;COM;9699;3;310259;6248713.504;Serris (77700);77700
77450;Servon;Servon;COM;3308;3;288510;6226595.781;Servon (77170);77170
77451;Signy-Signets;Signy-Signets;COM;584;1;341067;6260856.981;Signy-Signets (77640);77640
77452;Sigy;Sigy;COM;66;0;352212;6185958.736;Sigy (77520);77520
77453;Sivry-Courtry;Sivry-Courtry;COM;1136;2;306811;6195657.883;Sivry-Courtry (77115);77115
77454;Sognolles-en-Montois;Sognolles-en-Montois;COM;367;0;351002;6193586.668;Sognolles-en-Montois (77520);77520
77455;Soignolles-en-Brie;Soignolles-en-Brie;COM;2038;2;301433;6214841.909;Soignolles-en-Brie (77111);77111
77456;Soisy-Bouy;Soisy-Bouy;COM;823;1;367298;6191879.434;Soisy-Bouy (77650);77650
77457;Solers;Solers;COM;1212;2;303455;6217229.357;Solers (77111);77111
77458;Souppes-sur-Loing;Souppes-sur-Loing;COM;5253;3;305829;6138025.529;Souppes-sur-Loing (77460);77460
77459;Sourdun;Sourdun;COM;1519;2;374437;6196565.232;Sourdun (77171);77171
77460;Tancrou;Tancrou;COM;338;0;342884;6275516.458;Tancrou (77440);77440
77461;Thénisy;Thénisy;COM;299;0;353779;6189030.234;Thénisy (77520);77520
77462;Thieux;Thieux;COM;893;1;296393;6276390.895;Thieux (77230);77230
77463;Thomery;Thomery;COM;3419;3;309611;6174387.974;Thomery (77810);77810
77464;Thorigny-sur-Marne;Thorigny-sur-Marne;COM;10427;4;302001;6256579.67;Thorigny-sur-Marne (77400);77400
77465;Thoury-Férottes;Thoury-Férottes;COM;646;1;327267;6156614;Thoury-Férottes (77940);77940
77466;Tigeaux;Tigeaux;COM;378;0;322535;6245156.874;Tigeaux (77163);77163
77467;La Tombe;La Tombe;COM;203;0;344330;6171425.788;La Tombe (77130);77130
77468;Torcy;Torcy;COM;22500;4;295075;6250106.13;Torcy (77200);77200
77469;Touquin;Touquin;COM;1224;2;337169;6229675.747;Touquin (77131);77131
77470;Tournan-en-Brie;Tournan-en-Brie;COM;8429;3;309220;6230783.17;Tournan-en-Brie (77220);77220
77471;Tousson;Tousson;COM;349;0;273557;6164186.5;Tousson (77123);77123
77472;La Trétoire;La Trétoire;COM;492;0;361517;6254285.617;La Trétoire (77510);77510
77473;Treuzy-Levelay;Treuzy-Levelay;COM;404;0;311079;6152457.914;Treuzy-Levelay (77710);77710
77474;Trilbardou;Trilbardou;COM;666;1;312223;6266165.491;Trilbardou (77450);77450
77475;Trilport;Trilport;COM;5020;3;330235;6267840.201;Trilport (77470);77470
77476;Trocy-en-Multien;Trocy-en-Multien;COM;230;0;329740;6282068.659;Trocy-en-Multien (77440);77440
77477;Ury;Ury;COM;855;1;289401;6163698.421;Ury (77760);77760
77478;Ussy-sur-Marne;Ussy-sur-Marne;COM;1085;2;343063;6269181.299;Ussy-sur-Marne (77260);77260
77479;Vaires-sur-Marne;Vaires-sur-Marne;COM;13340;4;293381;6252800.402;Vaires-sur-Marne (77360);77360
77480;Valence-en-Brie;Valence-en-Brie;COM;1056;2;322007;6181478.763;Valence-en-Brie (77830);77830
77481;Vanvillé;Vanvillé;COM;188;0;346846;6199635.616;Vanvillé (77370);77370
77482;Varennes-sur-Seine;Varennes-sur-Seine;COM;3660;3;326260;6168392.001;Varennes-sur-Seine (77130);77130
77483;Varreddes;Varreddes;COM;2077;2;325876;6275906.3;Varreddes (77910);77910
77484;Vaucourtois;Vaucourtois;COM;284;0;329234;6257719.23;Vaucourtois (77580);77580
77485;Le Vaudoué;Le Vaudoué;COM;730;1;280716;6164803.942;Le Vaudoué (77123);77123
77486;Vaudoy-en-Brie;Vaudoy-en-Brie;COM;893;1;343122;6223698.557;Vaudoy-en-Brie (77141);77141
77487;Vaux-le-Pénil;Vaux-le-Pénil;COM;11102;4;300304;6194537.263;Vaux-le-Pénil (77000);77000
77489;Vaux-sur-Lunain;Vaux-sur-Lunain;COM;237;0;329158;6142947.719;Vaux-sur-Lunain (77710);77710
77490;Vendrest;Vendrest;COM;689;1;345994;6281983.078;Vendrest (77440);77440
77492;Verdelot;Verdelot;COM;641;1;374622;6254347.379;Verdelot (77510);77510
77493;Verneuil-l'Étang;Verneuil-l'Étang;COM;3186;3;315248;6213406.277;Verneuil-l'Étang (77390);77390
77494;Vernou-la-Celle-sur-Seine;Vernou-la-Celle-sur-Seine;COM;2630;3;317692;6174718.628;Vernou-la-Celle-sur-Seine (77670);77670
77495;Vert-Saint-Denis;Vert-Saint-Denis;COM;8564;3;292436;6202476.866;Vert-Saint-Denis (77240);77240
77496;Vieux-Champagne;Vieux-Champagne;COM;189;0;349367;6205132.501;Vieux-Champagne (77370);77370
77498;Vignely;Vignely;COM;313;0;313429;6263308.297;Vignely (77450);77450
77500;Villebéon;Villebéon;COM;463;0;326001;6141038.733;Villebéon (77710);77710
77501;Villecerf;Villecerf;COM;720;1;316847;6161394.717;Villecerf (77250);77250
77504;Villemaréchal;Villemaréchal;COM;1096;2;320140;6152228.894;Villemaréchal (77710);77710
77505;Villemareuil;Villemareuil;COM;381;0;332268;6261335.241;Villemareuil (77470);77470
77506;Villemer;Villemer;COM;789;1;314717;6157469.176;Villemer (77250);77250
77507;Villenauxe-la-Petite;Villenauxe-la-Petite;COM;424;0;368830;6173739.321;Villenauxe-la-Petite (77480);77480
77508;Villeneuve-le-Comte;Villeneuve-le-Comte;COM;1862;2;315905;6242902.127;Villeneuve-le-Comte (77174);77174
77509;Villeneuve-les-Bordes;Villeneuve-les-Bordes;COM;615;1;337386;6189426.712;Villeneuve-les-Bordes (77154);77154
77510;Villeneuve-Saint-Denis;Villeneuve-Saint-Denis;COM;1193;2;310879;6243182.45;Villeneuve-Saint-Denis (77174);77174
77511;Villeneuve-sous-Dammartin;Villeneuve-sous-Dammartin;COM;645;1;293421;6279710.582;Villeneuve-sous-Dammartin (77230);77230
77512;Villeneuve-sur-Bellot;Villeneuve-sur-Bellot;COM;1128;2;371012;6253300.764;Villeneuve-sur-Bellot (77510);77510
77513;Villenoy;Villenoy;COM;4982;3;317375;6264969.48;Villenoy (77124);77124
77514;Villeparisis;Villeparisis;COM;26700;4;291333;6264999.414;Villeparisis (77270);77270
77515;Villeroy;Villeroy;COM;701;1;309756;6271974.472;Villeroy (77410);77410
77516;Ville-Saint-Jacques;Ville-Saint-Jacques;COM;845;1;322599;6164335.841;Ville-Saint-Jacques (77130);77130
77517;Villevaudé;Villevaudé;COM;2135;2;296320;6259942.035;Villevaudé (77410);77410
77518;Villiers-en-Bière;Villiers-en-Bière;COM;234;0;289478;6189689.082;Villiers-en-Bière (77190);77190
77519;Villiers-Saint-Georges;Villiers-Saint-Georges;COM;1168;2;379366;6216023.729;Villiers-Saint-Georges (77560);77560
77520;Villiers-sous-Grez;Villiers-sous-Grez;COM;659;1;293822;6159362.769;Villiers-sous-Grez (77760);77760
77521;Villiers-sur-Morin;Villiers-sur-Morin;COM;1928;2;319335;6249297.581;Villiers-sur-Morin (77580);77580
77522;Villiers-sur-Seine;Villiers-sur-Seine;COM;297;0;376626;6183177.841;Villiers-sur-Seine (77114);77114
77523;Villuis;Villuis;COM;258;0;373986;6174552.515;Villuis (77480);77480
77524;Vimpelles;Vimpelles;COM;522;1;352438;6180913.673;Vimpelles (77520);77520
77525;Vinantes;Vinantes;COM;382;0;304951;6275466.822;Vinantes (77230);77230
77526;Vincy-Manœuvre;Vincy-Manœuvre;COM;276;0;329304;6287693.216;Vincy-Manœuvre (77139);77139
77527;Voinsles;Voinsles;COM;583;1;335958;6221042.563;Voinsles (77540);77540
77528;Voisenon;Voisenon;COM;1168;2;296470;6202234.066;Voisenon (77950);77950
77529;Voulangis;Voulangis;COM;1490;2;321775;6247912.612;Voulangis (77580);77580
77530;Voulton;Voulton;COM;310;0;371874;6209212.516;Voulton (77560);77560
77531;Voulx;Voulx;COM;1645;2;330573;6154346.979;Voulx (77940);77940
77532;Vulaines-lès-Provins;Vulaines-lès-Provins;COM;65;0;358366;6201064.167;Vulaines-lès-Provins (77160);77160
77533;Vulaines-sur-Seine;Vulaines-sur-Seine;COM;2743;3;308319;6178964.51;Vulaines-sur-Seine (77870);77870
77534;Yèbles;Yèbles;COM;949;1;308255;6213530.637;Yèbles (77390);77390
78003;Ablis;Ablis;COM;3509;3;206037;6195227.657;Ablis (78660);78660
78005;Achères;Achères;COM;21660;4;232467;6270067.474;Achères (78260);78260
78006;Adainville;Adainville;COM;654;1;185063;6227539.169;Adainville (78113);78113
78007;Aigremont;Aigremont;COM;1085;2;224455;6258063.987;Aigremont (78240);78240
78009;Allainville;Allainville;COM;286;0;211808;6184987.012;Allainville (78660);78660
78010;Les Alluets-le-Roi;Les Alluets-le-Roi;COM;1215;2;213180;6260279.94;Les Alluets-le-Roi (78580);78580
78013;Andelu;Andelu;COM;482;0;201556;6255837.091;Andelu (78770);78770
78015;Andrésy;Andrésy;COM;13236;4;228174;6271738.829;Andrésy (78570);78570
78020;Arnouville-lès-Mantes;Arnouville-lès-Mantes;COM;940;1;191496;6259769.093;Arnouville-lès-Mantes (78790);78790
78029;Aubergenville;Aubergenville;COM;12082;4;205891;6268538.98;Aubergenville (78410);78410
78030;Auffargis;Auffargis;COM;1970;2;211831;6221441.415;Auffargis (78610);78610
78031;Auffreville-Brasseuil;Auffreville-Brasseuil;COM;650;1;189831;6267166.233;Auffreville-Brasseuil (78930);78930
78033;Aulnay-sur-Mauldre;Aulnay-sur-Mauldre;COM;1143;2;204918;6262708.335;Aulnay-sur-Mauldre (78126);78126
78034;Auteuil;Auteuil;COM;976;1;202566;6247686.762;Auteuil (78770);78770
78036;Autouillet;Autouillet;COM;612;1;200042;6248448.3;Autouillet (78770);78770
78043;Bailly;Bailly;COM;3692;3;231604;6247233.436;Bailly (78870);78870
78048;Bazainville;Bazainville;COM;1460;2;185570;6242169.517;Bazainville (78550);78550
78049;Bazemont;Bazemont;COM;1682;2;208601;6263313.393;Bazemont (78580);78580
78050;Bazoches-sur-Guyonne;Bazoches-sur-Guyonne;COM;650;1;206140;6236542.647;Bazoches-sur-Guyonne (78490);78490
78053;Béhoust;Béhoust;COM;488;0;191980;6246448.004;Béhoust (78910);78910
78057;Bennecourt;Bennecourt;COM;1882;2;174973;6282985.909;Bennecourt (78270);78270
78062;Beynes;Beynes;COM;7585;3;208140;6250214.04;Beynes (78650);78650
78068;Blaru;Blaru;COM;892;1;164839;6281805.114;Blaru (78270);78270
78070;Boinville-en-Mantois;Boinville-en-Mantois;COM;287;0;194672;6262692.029;Boinville-en-Mantois (78930);78930
78071;Boinville-le-Gaillard;Boinville-le-Gaillard;COM;607;1;208287;6189782.532;Boinville-le-Gaillard (78660);78660
78072;Boinvilliers;Boinvilliers;COM;250;0;185135;6261397.266;Boinvilliers (78200);78200
78073;Bois-d'Arcy;Bois-d'Arcy;COM;15028;4;224639;6241764.902;Bois-d'Arcy (78390);78390
78076;Boissets;Boissets;COM;280;0;176764;6250961.672;Boissets (78910);78910
78077;La Boissière-École;La Boissière-École;COM;756;1;185650;6222414.319;La Boissière-École (78125);78125
78082;Boissy-Mauvoisin;Boissy-Mauvoisin;COM;625;1;176063;6269150.81;Boissy-Mauvoisin (78200);78200
78084;Boissy-sans-Avoir;Boissy-sans-Avoir;COM;640;1;200144;6244580.357;Boissy-sans-Avoir (78490);78490
78087;Bonnelles;Bonnelles;COM;2095;2;225964;6210452.752;Bonnelles (78830);78830
78089;Bonnières-sur-Seine;Bonnières-sur-Seine;COM;4882;3;174899;6278377.918;Bonnières-sur-Seine (78270);78270
78090;Bouafle;Bouafle;COM;2204;2;211216;6268109.474;Bouafle (78410);78410
78092;Bougival;Bougival;COM;8983;3;237936;6251730.036;Bougival (78380);78380
78096;Bourdonné;Bourdonné;COM;502;1;184037;6233306.853;Bourdonné (78113);78113
78104;Breuil-Bois-Robert;Breuil-Bois-Robert;COM;754;1;190858;6265312.955;Breuil-Bois-Robert (78930);78930
78107;Bréval;Bréval;COM;1901;2;171558;6267256.685;Bréval (78980);78980
78108;Les Bréviaires;Les Bréviaires;COM;1305;2;202206;6227712.951;Les Bréviaires (78610);78610
78113;Brueil-en-Vexin;Brueil-en-Vexin;COM;698;1;201786;6279274.683;Brueil-en-Vexin (78440);78440
78117;Buc;Buc;COM;5972;3;236550;6236379.847;Buc (78530);78530
78118;Buchelay;Buchelay;COM;3315;3;186323;6272202.759;Buchelay (78200);78200
78120;Bullion;Bullion;COM;1915;2;220773;6211318.427;Bullion (78830);78830
78123;Carrières-sous-Poissy;Carrières-sous-Poissy;COM;17417;4;225844;6265652.996;Carrières-sous-Poissy (78955);78955
78124;Carrières-sur-Seine;Carrières-sur-Seine;COM;15115;4;242545;6259881.367;Carrières-sur-Seine (78420);78420
78125;La Celle-les-Bordes;La Celle-les-Bordes;COM;831;1;216578;6214339.124;La Celle-les-Bordes (78720);78720
78126;La Celle-Saint-Cloud;La Celle-Saint-Cloud;COM;20496;4;237609;6248916.8;La Celle-Saint-Cloud (78170);78170
78128;Cernay-la-Ville;Cernay-la-Ville;COM;1546;2;218274;6219000.268;Cernay-la-Ville (78720);78720
78133;Chambourcy;Chambourcy;COM;5646;3;226299;6257316.33;Chambourcy (78240);78240
78138;Chanteloup-les-Vignes;Chanteloup-les-Vignes;COM;10730;4;226230;6270762.196;Chanteloup-les-Vignes (78570);78570
78140;Chapet;Chapet;COM;1336;2;215844;6269486.767;Chapet (78130);78130
78143;Châteaufort;Châteaufort;COM;1467;2;233240;6230707.133;Châteaufort (78117);78117
78146;Chatou;Chatou;COM;29709;4;239734;6257298.215;Chatou (78400);78400
78147;Chaufour-lès-Bonnières;Chaufour-lès-Bonnières;COM;478;0;165351;6277535.038;Chaufour-lès-Bonnières (78270);78270
78152;Chavenay;Chavenay;COM;1743;2;220714;6249168.214;Chavenay (78450);78450
78158;Le Chesnay-Rocquencourt;Le Chesnay-Rocquencourt;COM;31057;4;235996;6245928.634;Le Chesnay-Rocquencourt (78150);78150
78160;Chevreuse;Chevreuse;COM;5572;3;226801;6225308.4;Chevreuse (78460);78460
78162;Choisel;Choisel;COM;540;1;224340;6219770.816;Choisel (78460);78460
78163;Civry-la-Forêt;Civry-la-Forêt;COM;344;0;180013;6251883.808;Civry-la-Forêt (78910);78910
78164;Clairefontaine-en-Yvelines;Clairefontaine-en-Yvelines;COM;829;1;212222;6210022.974;Clairefontaine-en-Yvelines (78120);78120
78165;Les Clayes-sous-Bois;Les Clayes-sous-Bois;COM;17378;4;220826;6244166.745;Les Clayes-sous-Bois (78340);78340
78168;Coignières;Coignières;COM;4375;3;213058;6232528.984;Coignières (78310);78310
78171;Condé-sur-Vesgre;Condé-sur-Vesgre;COM;1255;2;186283;6229599.14;Condé-sur-Vesgre (78113);78113
78172;Conflans-Sainte-Honorine;Conflans-Sainte-Honorine;COM;35957;4;233653;6274861.821;Conflans-Sainte-Honorine (78700);78700
78185;Courgent;Courgent;COM;366;0;184732;6257177.171;Courgent (78790);78790
78188;Cravent;Cravent;COM;410;0;165266;6273015.841;Cravent (78270);78270
78189;Crespières;Crespières;COM;1700;2;213828;6254879.798;Crespières (78121);78121
78190;Croissy-sur-Seine;Croissy-sur-Seine;COM;10324;4;237782;6254244.604;Croissy-sur-Seine (78290);78290
78192;Dammartin-en-Serve;Dammartin-en-Serve;COM;1381;2;180147;6259782.889;Dammartin-en-Serve (78111);78111
78193;Dampierre-en-Yvelines;Dampierre-en-Yvelines;COM;1012;2;219648;6224751.864;Dampierre-en-Yvelines (78720);78720
78194;Dannemarie;Dannemarie;COM;217;0;179014;6234932.864;Dannemarie (78550);78550
78196;Davron;Davron;COM;286;0;216796;6251768.237;Davron (78810);78810
78202;Drocourt;Drocourt;COM;561;1;196794;6283697.449;Drocourt (78440);78440
78206;Ecquevilly;Ecquevilly;COM;4124;3;213815;6265679.022;Ecquevilly (78920);78920
78208;Élancourt;Élancourt;COM;25857;4;218297;6237336.061;Élancourt (78990);78990
78209;Émancé;Émancé;COM;890;1;193019;6205748.337;Émancé (78125);78125
78217;Épône;Épône;COM;6625;3;201863;6266039.286;Épône (78680);78680
78220;Les Essarts-le-Roi;Les Essarts-le-Roi;COM;6737;3;210992;6226852.114;Les Essarts-le-Roi (78690);78690
78224;L'Étang-la-Ville;L'Étang-la-Ville;COM;4430;3;229323;6252379.272;L'Étang-la-Ville (78620);78620
78227;Évecquemont;Évecquemont;COM;782;1;216251;6277780.424;Évecquemont (78740);78740
78230;La Falaise;La Falaise;COM;617;1;203190;6264193.324;La Falaise (78410);78410
78231;Favrieux;Favrieux;COM;154;0;182830;6265485.666;Favrieux (78200);78200
78233;Feucherolles;Feucherolles;COM;3001;3;220336;6254544.264;Feucherolles (78810);78810
78234;Flacourt;Flacourt;COM;186;0;182818;6263351.36;Flacourt (78200);78200
78236;Flexanville;Flexanville;COM;579;1;194011;6250339.775;Flexanville (78910);78910
78237;Flins-Neuve-Église;Flins-Neuve-Église;COM;155;0;175534;6256616.429;Flins-Neuve-Église (78790);78790
78238;Flins-sur-Seine;Flins-sur-Seine;COM;2439;2;208517;6269376.208;Flins-sur-Seine (78410);78410
78239;Follainville-Dennemont;Follainville-Dennemont;COM;2167;2;190195;6278817.081;Follainville-Dennemont (78520);78520
78242;Fontenay-le-Fleury;Fontenay-le-Fleury;COM;13518;4;227832;6243932.081;Fontenay-le-Fleury (78330);78330
78245;Fontenay-Mauvoisin;Fontenay-Mauvoisin;COM;401;0;183397;6268186.471;Fontenay-Mauvoisin (78200);78200
78246;Fontenay-Saint-Père;Fontenay-Saint-Père;COM;950;1;195251;6279641.926;Fontenay-Saint-Père (78440);78440
78255;Freneuse;Freneuse;COM;4262;3;179248;6283238.174;Freneuse (78840);78840
78261;Gaillon-sur-Montcient;Gaillon-sur-Montcient;COM;670;1;211258;6279908.916;Gaillon-sur-Montcient (78250);78250
78262;Galluis;Galluis;COM;1246;2;199519;6240706.309;Galluis (78490);78490
78263;Gambais;Gambais;COM;2469;2;186672;6237525.024;Gambais (78950);78950
78264;Gambaiseuil;Gambaiseuil;COM;60;0;192013;6233664.217;Gambaiseuil (78490);78490
78265;Garancières;Garancières;COM;2447;2;195772;6244970.111;Garancières (78890);78890
78267;Gargenville;Gargenville;COM;7878;3;201602;6273597.844;Gargenville (78440);78440
78269;Gazeran;Gazeran;COM;1295;2;197890;6212968.393;Gazeran (78125);78125
78276;Gommecourt;Gommecourt;COM;656;1;177481;6286947.182;Gommecourt (78270);78270
78278;Goupillières;Goupillières;COM;530;1;196715;6254641.21;Goupillières (78770);78770
78281;Goussonville;Goussonville;COM;628;1;196672;6261864.113;Goussonville (78930);78930
78283;Grandchamp;Grandchamp;COM;293;0;179705;6227406.114;Grandchamp (78113);78113
78285;Gressey;Gressey;COM;542;1;178478;6246449.671;Gressey (78550);78550
78289;Grosrouvre;Grosrouvre;COM;892;1;195580;6237676.253;Grosrouvre (78490);78490
78290;Guernes;Guernes;COM;1075;2;182774;6277447.712;Guernes (78520);78520
78291;Guerville;Guerville;COM;2157;2;193762;6266772.96;Guerville (78930);78930
78296;Guitrancourt;Guitrancourt;COM;626;1;198087;6276160.827;Guitrancourt (78440);78440
78297;Guyancourt;Guyancourt;COM;29269;4;231077;6236441.59;Guyancourt (78280);78280
78299;Hardricourt;Hardricourt;COM;2488;2;210199;6276739.802;Hardricourt (78250);78250
78300;Hargeville;Hargeville;COM;444;0;194440;6257088.378;Hargeville (78790);78790
78302;La Hauteville;La Hauteville;COM;164;0;181110;6224896.817;La Hauteville (78113);78113
78305;Herbeville;Herbeville;COM;242;0;210432;6258394.602;Herbeville (78580);78580
78307;Hermeray;Hermeray;COM;942;1;187951;6216312.837;Hermeray (78125);78125
78310;Houdan;Houdan;COM;3690;3;177742;6240677.624;Houdan (78550);78550
78311;Houilles;Houilles;COM;33250;4;243484;6262410.726;Houilles (78800);78800
78314;Issou;Issou;COM;3913;3;199159;6272627.334;Issou (78440);78440
78317;Jambville;Jambville;COM;787;1;205861;6283022.092;Jambville (78440);78440
78320;Notre-Dame-de-la-Mer;Notre-Dame-de-la-Mer;COM;704;1;169722;6283103.036;Notre-Dame-de-la-Mer (78270);78270
78321;Jouars-Pontchartrain;Jouars-Pontchartrain;COM;5803;3;212389;6239408.519;Jouars-Pontchartrain (78760);78760
78322;Jouy-en-Josas;Jouy-en-Josas;COM;7983;3;240854;6235223.075;Jouy-en-Josas (78350);78350
78324;Jouy-Mauvoisin;Jouy-Mauvoisin;COM;559;1;183303;6270476.262;Jouy-Mauvoisin (78200);78200
78325;Jumeauville;Jumeauville;COM;607;1;198573;6259081.389;Jumeauville (78580);78580
78327;Juziers;Juziers;COM;3912;3;204906;6274923.81;Juziers (78820);78820
78329;Lainville-en-Vexin;Lainville-en-Vexin;COM;786;1;202289;6285471.741;Lainville-en-Vexin (78440);78440
78334;Lévis-Saint-Nom;Lévis-Saint-Nom;COM;1604;2;215522;6228648.339;Lévis-Saint-Nom (78320);78320
78335;Limay;Limay;COM;17112;4;193705;6273928.815;Limay (78520);78520
78337;Limetz-Villez;Limetz-Villez;COM;1972;2;172545;6285042.636;Limetz-Villez (78270);78270
78343;Les Loges-en-Josas;Les Loges-en-Josas;COM;1661;2;238156;6234600.485;Les Loges-en-Josas (78350);78350
78344;Lommoye;Lommoye;COM;652;1;168832;6274400.516;Lommoye (78270);78270
78346;Longnes;Longnes;COM;1529;2;175868;6261781.085;Longnes (78980);78980
78349;Longvilliers;Longvilliers;COM;505;1;222526;6202897.345;Longvilliers (78730);78730
78350;Louveciennes;Louveciennes;COM;7342;3;235279;6251007.602;Louveciennes (78430);78430
78354;Magnanville;Magnanville;COM;6138;3;187640;6269550.626;Magnanville (78200);78200
78356;Magny-les-Hameaux;Magny-les-Hameaux;COM;9417;3;228452;6231032.087;Magny-les-Hameaux (78114);78114
78358;Maisons-Laffitte;Maisons-Laffitte;COM;23204;4;239611;6266818.898;Maisons-Laffitte (78600);78600
78361;Mantes-la-Jolie;Mantes-la-Jolie;COM;43945;4;188583;6274585.024;Mantes-la-Jolie (78200);78200
78362;Mantes-la-Ville;Mantes-la-Ville;COM;20844;4;190603;6270586.173;Mantes-la-Ville (78711);78711
78364;Marcq;Marcq;COM;768;1;203025;6251810.831;Marcq (78770);78770
